words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
goofiness,-0.5066,0.2421,-0.3139,0.0853,0.0696,0.0451,-0.1154,0.0732,-0.1607,0.0157,0.0151,-0.0517,0.0239,0.0941,0.0222,0.0704,-0.0816,0.0218,-0.0146,0.054,0.0208,-0.0308,-0.0749,-0.0331,0.0464
gratefulness,-0.6741,0.024,0.0636,0.1545,-0.0448,0.1125,-0.0708,0.0148,0.0249,0.1267,0.2061,-0.0255,-0.0159,-0.0116,-0.054,-0.0738,-0.0046,0.0448,0.0751,-0.0763,0.0498,0.0164,-0.021,-0.0268,-0.0781
greediness,0.3246,0.3499,0.2311,0.0755,0.0838,0.1447,-0.0984,0.0603,-0.0425,-0.1359,-0.1159,0.085,0.0796,0.063,0.039,0.0813,-0.0783,-0.1871,0.0356,0.0423,0.0921,0.0779,-0.1153,0.0587,-0.0315
grim,0.5494,-0.1766,0.0684,-0.1202,-0.0574,-0.0176,0.0395,-0.0561,0.0171,0.0739,-0.0151,0.0366,0.0307,0.1807,0.0902,-0.0027,-0.05,-0.061,0.001,-0.0912,0.0005,0.0543,0.072,-0.0677,0.0043
grouch,0.4262,-0.0029,0.072,0.0715,0.0824,-0.0252,0.1322,0.064,0.0417,0.0329,0.1544,0.0721,0.0186,0.0677,-0.051,0.2052,0.0138,-0.0173,0.045,0.0141,0.198,-0.0314,-0.0601,-0.0039,-0.0316
grumpiness,0.4898,-0.0263,0.0922,0.1717,0.1069,-0.0697,0.1116,-0.0158,0.0968,0.0089,-0.0635,-0.1311,-0.0554,0.0209,-0.141,-0.0698,0.1311,0.1138,-0.1112,0.0432,0.1038,0.0117,-0.0508,0.0323,0.1258
happiness,-0.742,0.0648,0.0347,0.0348,-0.0443,0.1129,0.0181,-0.023,0.1011,0.0459,-0.1351,0.0846,0.1113,-0.001,0.0997,0.0225,-0.2378,0.1868,0.1056,-0.0755,-0.0501,0.0107,0.1212,-0.0383,0.0623
harassment,0.4592,0.1887,0.0693,0.1131,0.1092,-0.0406,0.1371,-0.0023,0.0529,-0.1315,0.0948,0.0445,-0.2049,0.0149,0.0664,0.0506,0.0975,-0.0169,0.0628,0.1232,-0.079,-0.0256,-0.0143,-0.0374,0.1291
harm,0.5072,0.1975,0.1108,-0.0919,-0.0256,-0.1641,-0.0848,0.0862,-0.0409,0.0926,-0.0165,0.0175,-0.072,0.084,0.0203,0.0029,-0.0932,0.1543,-0.0458,-0.1156,0.0481,-0.0096,0.0206,0.0548,-0.033
harshness,0.4506,0.1464,0.1302,0.0974,0.0131,-0.145,-0.0346,0.0164,-0.0191,-0.161,-0.1714,0.0857,0.0708,-0.1239,-0.0153,-0.0086,-0.0905,0.005,-0.101,0.1155,-0.02,-0.0911,-0.0234,-0.0513,0.1224
hate,0.5401,0.2471,0.1015,0.0268,-0.0071,-0.1304,0.0056,0.0195,-0.1083,-0.0002,0.1133,-0.2174,0.0338,0.0893,-0.1629,-0.0429,-0.0884,-0.0886,0.0925,-0.0425,-0.047,-0.1103,0.0114,0.0254,-0.0243
haughty,0.242,0.2294,0.0757,0.2519,0.1468,0.0211,-0.0638,0.195,0.1032,0.0434,0.0165,0.1757,-0.0455,0.0511,-0.1241,0.0228,-0.0639,-0.0025,-0.1703,-0.0113,-0.0044,-0.0221,-0.1799,0.0809,0.1048
heartbreak,0.4737,-0.2965,-0.0467,-0.1591,0.0667,0.1304,-0.1074,-0.0263,0.0403,0.0174,-0.0068,-0.0356,0.0318,0.0166,-0.0446,-0.0226,-0.008,-0.1098,0.0868,0.117,0.1482,-0.1169,0.1243,-0.0762,-0.0014
heat,-0.077,0.1138,0.1593,0.0697,-0.1091,-0.1041,0.1361,-0.1554,-0.2418,-0.1015,-0.2221,-0.0556,-0.0559,0.0272,-0.1211,-0.0336,0.0902,-0.0105,0.0749,0.0222,-0.0265,-0.2051,-0.2147,-0.0669,-0.0384
helplessness,0.3377,-0.3129,0.0792,0.0004,0.0646,-0.1542,0.0346,0.0235,0.0663,0.0271,-0.0739,0.0567,0.2779,0.0384,-0.1177,0.1642,0.0243,-0.1401,0.033,0,-0.1358,0.0679,-0.0214,0.0847,0.0356
hesitation,0.0656,-0.2901,-0.0851,-0.1821,0.054,-0.0923,-0.2051,0.0094,0.0929,-0.0259,-0.0052,-0.185,0.0403,-0.0475,0.1181,-0.0885,-0.1305,0.1067,-0.0199,0.092,-0.0018,0.051,0.0532,0.0637,-0.004
honesty,-0.5443,-0.2283,0.2544,0.1007,-0.0809,0.0608,0.0903,-0.0938,-0.0237,-0.0034,0.0054,-0.0339,0.0914,0.1408,-0.0372,-0.0821,-0.074,0.0656,-0.0105,0.0652,-0.0156,-0.1309,0.0297,-0.0238,-0.117
hope,-0.7401,-0.0662,0.1139,0.0147,0.1278,0.2571,-0.1095,0.0199,-0.0781,0.0107,0.0132,0.051,0.0103,0.0068,0.0909,0.0502,0.0881,0.0058,-0.0609,-0.0335,-0.0442,-0.0035,-0.0638,0.0448,0.0023
hopelessness,0.4202,-0.2698,-0.0561,0.07,0.0103,0.1037,-0.0691,0.0401,-0.1827,0.0055,0.0119,0.0931,-0.0013,-0.0156,0.004,0.1295,0.019,-0.1444,0.1398,-0.0984,-0.0148,0.0015,0.1004,-0.0413,-0.093
horror,0.6056,0.1799,-0.0069,-0.3185,-0.1001,-0.0421,0.0182,0.0208,0.1599,0.0861,0.0221,0.0621,-0.0056,0.0481,-0.0966,-0.0333,0.0476,-0.0092,-0.0221,-0.0046,0.0935,-0.0529,0.0122,0.0236,0.0083
hostile,0.5166,0.2171,0.0881,-0.0209,0.0668,-0.0947,0.0023,0.084,0.0493,0.0622,-0.0997,0.1057,-0.0678,0.1022,0.0389,0.0991,0.0278,0.1671,-0.0654,0.154,0.0244,0.2008,0.1198,0.0238,0.0289
huff,0.2983,0.1334,-0.2727,0.1048,0.0393,0.0393,0.0028,-0.0349,-0.0422,-0.0262,-0.0397,-0.1977,0.0521,-0.019,0.0561,0.149,-0.1199,-0.1464,0.024,-0.078,-0.1365,0.1003,-0.0343,0.0876,-0.0593
humor,-0.6947,0.1315,-0.1753,-0.0222,0.1262,0.1658,-0.0641,0.0429,-0.1119,0.1075,-0.0185,-0.0461,0.0278,-0.0079,0.0834,0.0381,-0.0432,-0.0545,-0.1111,0.0062,0.018,0.0511,0.0212,-0.0423,0.089
hysteria,0.3077,0.2982,-0.1142,0.0119,-0.0337,0.1191,-0.2037,0.094,-0.1646,-0.0525,0.1557,0.1354,-0.209,0.0565,-0.0461,-0.069,0.2569,-0.0309,-0.0647,0.007,-0.0344,-0.0886,0.057,0.1533,-0.0262
imagination,-0.5626,-0.0359,0.1468,0.0245,0.2646,-0.0425,-0.1067,0.1016,-0.1814,-0.1583,0.0995,-0.0255,0.1882,0.1563,-0.0567,0.0011,0.0332,0.0292,-0.0128,0.0273,-0.0254,0.1096,0.0516,0.0477,0.027
impression,-0.3831,-0.1283,0.2301,-0.0239,0.0933,-0.1724,-0.1393,0.0683,0.0322,0.1931,-0.1128,0.0118,0.124,0.048,-0.0995,-0.1182,-0.1096,0.0672,0.1173,-0.0522,0.0591,-0.0874,0.0411,-0.0499,-0.0059
improvement,-0.5376,-0.0729,0.0181,-0.117,0.0378,0.0847,0.2262,-0.139,0.0146,0.0162,-0.006,-0.0504,-0.2001,0.1421,-0.0372,-0.0368,-0.0184,0.0236,0.0251,0.1139,-0.0194,0.0727,-0.0062,0.103,-0.0231
incredulity,-0.0221,0.151,-0.1313,0.0171,-0.2447,-0.0609,0.0668,0.0601,0.0739,-0.0293,0.0633,0.2294,0.0803,0.1634,0.0541,0.0846,0.1478,0.1023,-0.1321,-0.152,-0.0176,-0.0516,0.1659,0.0201,-0.0824
indifference,-0.0077,-0.3628,-0.0614,0.0901,0.1205,-0.1165,0.0235,0.0757,-0.058,0.0131,-0.2171,-0.1871,-0.1622,0.0184,0.0667,0.0468,0.123,0.0201,-0.0126,-0.039,-0.0608,0.0605,0.1468,-0.0102,-0.0543
indignation,0.4483,0.2369,-0.0134,0.1294,0.0135,-0.0034,0.0714,0.0097,-0.0488,0.1931,-0.0595,0.0055,0.2173,-0.1179,0.0565,0.0298,-0.0359,-0.0129,0.0681,0.1621,-0.0878,0.058,-0.0131,0.0562,-0.0946
insecure,0.2708,-0.2361,-0.0304,-0.2259,0.0742,-0.0476,-0.0678,-0.1074,-0.0488,-0.0396,-0.1113,-0.1053,0.2107,0.251,-0.0878,-0.0666,-0.1047,-0.0193,0.071,-0.0564,0.042,-0.1309,-0.0138,-0.0414,0.0572
insolence,0.3569,0.2456,0.058,0.2043,-0.0596,-0.0285,-0.0486,-0.1196,0.0638,0.0955,0.0477,0.0779,-0.016,-0.2204,0.0475,0.0498,-0.0571,-0.1004,0.0509,0.1718,-0.0637,-0.0815,0.1366,-0.0695,0.064
interest,-0.5306,0.0674,0.054,0.055,-0.0934,-0.0479,-0.0063,0.1257,0.1821,-0.0395,-0.0543,0.0249,0.004,0.0288,-0.0038,0.0272,-0.104,0.1476,-0.098,-0.0706,0.045,0.0455,0.0207,0.0044,-0.0011
intimidation,0.4195,0.1663,0.0994,0.0884,-0.116,-0.2104,0.1003,0.0244,-0.0299,-0.2166,-0.0486,-0.0392,0.0197,0.0561,-0.0202,-0.0637,-0.0109,-0.0198,-0.0119,-0.0421,0.0644,0.0347,0.0138,-0.0739,-0.0159
irate,0.5984,0.2908,0.0888,0.1437,-0.0065,-0.0633,-0.0439,-0.1062,-0.1212,0.0648,0.0335,0.1233,-0.0403,-0.1105,-0.1082,0.0061,-0.0099,0.0332,-0.0214,-0.0344,-0.0704,0.0018,0.067,0.0308,0.0265
irked,0.3995,0.1325,-0.0842,-0.0023,-0.067,-0.0801,0.0039,0.1303,-0.0916,-0.1111,-0.1108,0.2011,0.117,-0.2599,0.0864,-0.018,0.0683,0.0839,-0.0072,-0.077,-0.0304,-0.0242,-0.0572,0.015,-0.0043
irritable,0.4239,-0.0046,-0.0487,0.0139,0.1585,0.0618,0.1365,-0.0137,-0.1624,-0.0765,-0.0743,-0.0014,-0.1358,0.121,0.0013,-0.0768,0.0056,0.0997,-0.1659,0.104,0.0513,-0.0686,-0.0382,-0.1647,-0.0809
irritation,0.4427,0.0621,-0.0653,0.0879,-0.0039,0.0478,-0.1031,0.1496,0.0982,-0.1616,0.0209,-0.077,0.0349,-0.108,0.0931,-0.2087,0.1016,-0.0052,0.1991,-0.0155,-0.0815,-0.0895,0.0825,-0.0307,-0.1016
jittery,0.1221,0.1029,-0.2632,-0.2285,0.1848,0.1807,-0.1107,0.1894,0.1541,-0.0341,-0.0034,-0.0053,0.0627,-0.0516,-0.0798,-0.0049,-0.0112,-0.0235,-0.0738,-0.0933,-0.1252,0.1012,0.015,0.0411,0.1252
jolt,-0.017,0.4135,-0.069,-0.0287,-0.2072,-0.1345,-0.2054,0.079,-0.0437,0.0988,0.0516,0.0005,-0.1065,-0.0799,0.1001,0.0134,0.0774,0.0294,0.0988,-0.0592,-0.2007,0.0147,0.0039,0.0095,-0.038
joviality,-0.7337,0.0335,-0.1011,0.0686,0.2048,0.1168,-0.1895,0.2053,-0.0664,-0.0897,0.0118,0.036,-0.0449,-0.0865,-0.0137,0.0932,-0.0456,0.0363,0.043,-0.0564,0.0078,0.0385,0.0027,0.0055,-0.0264
joy,-0.7811,0.135,-0.1193,0.0141,0.0242,0.0531,-0.0337,0.05,-0.0379,0.1474,0.0195,0.0619,0.0247,0.0482,0.2243,-0.006,-0.093,0.0426,0.0444,0.0091,0.0772,-0.1319,-0.2757,0.0402,-0.0356
joyfulness,-0.7579,0.1691,-0.1508,0.0095,-0.0529,0.1158,-0.1828,0.083,-0.0851,-0.0505,0.0668,0.0819,0.0565,-0.1036,0.0239,0.0467,-0.0491,-0.0579,0.0331,0.0293,0.0296,0.0084,0.0509,-0.0021,-0.0039
jubilation,-0.7785,0.1228,-0.0448,-0.0151,0.0295,0.0994,-0.0513,-0.0093,0.0577,-0.0392,-0.0238,-0.001,0.0081,-0.0455,0.0028,-0.0188,0.0523,0.1299,0.0036,0.187,0.3672,-0.0751,0.1163,-0.08,-0.0937
jumpy,0.1185,0.1558,0.0975,-0.1761,-0.0493,0.2152,-0.0556,0.1526,-0.1844,0.0434,-0.0198,-0.1445,-0.2013,-0.0782,0.0614,0.0169,0.1671,0.0186,-0.0572,-0.0426,-0.0871,-0.135,0.0419,-0.0584,0.1494
knowing,-0.5841,-0.2086,0.2254,-0.0419,0.0391,-0.2111,0.014,0.2084,0.0644,-0.0297,0.0178,-0.1448,0.1175,-0.0083,-0.1438,-0.0992,-0.0253,-0.1698,-0.0174,0.0468,-0.0034,-0.0187,0.0256,-0.1065,0.0025
knowledge,-0.4398,0.1164,0.4458,0.1368,0.1634,-0.2072,0.0821,0.1253,-0.0836,0.1874,0.2366,0.0119,0.0445,-0.2572,-0.0286,-0.1082,-0.0388,0.067,0.0052,0.0491,-0.0408,-0.0357,0.0543,0.0193,-0.0745
laughter,-0.7294,0.2024,-0.2084,-0.0253,0.008,0.0597,-0.1479,0.0402,0.0147,0.0699,0.0453,0.0335,0.0096,0.1053,0.0346,0.0473,0.0232,-0.0517,-0.0126,0.0516,0.0165,0.0189,0.0027,-0.0071,-0.0076
letdown,0.4135,-0.2172,0.2002,-0.0344,-0.0353,0.1136,-0.1553,-0.1082,-0.0916,0.0685,-0.0338,0.0451,0.1208,-0.0423,0.0196,0.0697,-0.0135,0.0107,-0.02,0.0165,-0.0567,0.0811,0.1198,-0.0528,-0.0106
lethargy,0.2209,-0.4769,-0.123,0.0674,0.0315,-0.093,0.0357,0.2016,-0.1643,-0.0002,0.0206,0.0916,0.0259,0.0293,-0.0006,0.0068,0.2536,0.0722,-0.1359,0.0479,-0.0658,0.0725,-0.0518,0.0022,-0.116
loneliness,0.3826,-0.2784,-0.0545,-0.1656,0.0897,0.1738,0.0767,0.0819,-0.2427,0.01,0.0052,0.0156,-0.0194,-0.0949,0.0822,0.0525,-0.0509,-0.0579,-0.0766,-0.1102,0.059,-0.1916,0.0342,-0.0586,0.0012
loss,0.4975,-0.2759,0.0309,-0.0457,-0.1106,-0.0141,-0.0506,0.1317,-0.0403,-0.1382,-0.08,0.1142,0.0908,0.1485,-0.2043,0.0359,-0.1011,-0.049,0.0175,0.1491,-0.0292,0.0097,0.1627,0.0804,-0.0006
lost,0.3505,-0.2327,0.1587,-0.1827,-0.0867,0.0808,0.1754,0.0337,-0.0938,0.0956,0.0357,-0.1047,-0.1096,0.0168,0.0724,-0.0625,-0.066,-0.165,0.0223,0.1255,-0.0784,0.033,-0.0482,-0.0588,-0.1735
love,-0.7778,0.0738,0.004,-0.0119,-0.1091,0.0458,-0.119,-0.0125,0.0105,-0.0343,-0.002,-0.0044,-0.0444,0.0519,-0.0723,0.0417,0.0519,0.1553,-0.0146,0.1336,-0.1741,-0.1793,0.03,0.1939,-0.0301
marvel,-0.7186,0.0872,-0.097,-0.162,0.2215,0.0518,0.0403,-0.0025,0.04,0.0818,-0.0015,0.1047,0.0433,-0.1168,-0.0403,-0.0563,-0.0535,0.0715,0.0587,0.0322,-0.078,0.0299,0.0101,0.0127,0.036
mediocrity,0.0557,-0.2199,0.0412,0.0646,-0.07,0.039,0.0496,-0.1666,-0.0717,-0.0702,-0.0289,0.2659,-0.1186,-0.1368,-0.0659,0.1053,0.1129,0.134,0.1366,-0.077,-0.0282,0.0757,0.0247,0.0489,-0.0693
meekness,-0.328,-0.3793,-0.0521,-0.0155,0.1854,-0.1071,0.0269,-0.0778,0.1661,0.0983,-0.2233,-0.1607,-0.0062,0.0257,0.066,-0.0223,0.0591,0.0429,0.0081,-0.024,0.0784,-0.1081,0.009,0.1243,0.0373
melancholy,0.3271,-0.4146,-0.0764,0.0425,-0.0454,0.0097,0.1674,-0.0341,-0.2079,0.1302,0.0496,-0.0595,0.0792,-0.0255,0.0083,-0.085,0.073,-0.0464,-0.0979,0.0657,0.0823,0.1064,0.0717,-0.0791,0.0596
merriness,-0.6287,0.0432,-0.0684,-0.1771,-0.0821,0.0057,0.0024,0.1655,-0.0547,0.1823,-0.092,-0.0965,0.0125,0.0505,0.0021,0.0289,-0.1795,-0.1453,0.0327,0.0558,0.0935,0.1503,0.0919,0.3139,-0.1066
miracle,-0.692,0.2148,0.0635,-0.1461,0.0777,0.1271,0.0986,0.1582,0.1354,-0.1099,0.0968,0.0006,-0.0689,-0.0317,-0.007,-0.0492,-0.0466,-0.0207,-0.0584,0.0457,-0.0321,0.0179,0.0046,0.0702,0.0424
misery,0.5776,-0.127,-0.0955,0.0668,-0.1192,0.0757,0.2613,0.1029,0.082,0.0032,0.0268,-0.0671,0.0627,-0.1138,-0.0398,-0.1264,-0.085,0.0417,-0.038,0.007,0.0404,-0.0931,-0.0528,-0.0549,-0.0635
misfortune,0.3828,-0.2504,-0.06,-0.1546,-0.1233,0.1052,-0.0678,-0.0988,-0.1393,-0.1356,0.0508,-0.0678,-0.041,-0.1476,0.0295,0.0867,-0.0611,0.0071,0.0044,0.0884,0.081,0.2614,0.0438,0.105,-0.0012
mistake,0.2454,0.0271,0.1766,-0.0254,-0.1948,0.2518,-0.1251,0.0894,-0.0304,-0.0477,0.0621,-0.0184,0.2273,0.0724,-0.0617,-0.1289,-0.0244,0.0064,0.0901,-0.0333,0.0186,0.0134,0.1237,0.0122,0.0913
mockery,0.2775,0.2584,-0.0133,0.0169,0.1418,-0.031,-0.1255,0.0129,0.0309,-0.0993,0.1221,-0.2191,0.0262,-0.0473,0.044,0.0105,0.056,-0.1912,-0.0791,0.0172,-0.0868,-0.079,0.028,0.0703,0.0004
moodiness,0.4246,-0.2755,0.0626,-0.0229,-0.0133,0.0035,0.0745,0.0367,0.034,-0.1008,0.0366,0.0464,-0.1374,0.0121,0.0751,-0.1026,0.0315,-0.0939,-0.015,-0.0587,0.0184,0.0621,-0.1125,-0.0903,0.1043
motivation,-0.6103,0.0964,0.1757,-0.0361,-0.0062,0.0658,0.1336,-0.0135,-0.1888,-0.0291,0.1166,0.0926,0.0202,0.2017,0.0209,-0.0248,-0.0532,0.0616,-0.0176,-0.0858,0.0945,0.0481,0.1093,-0.1305,0.0487
naughtiness,0.2158,0.2849,0.0419,0.1119,-0.0226,0.0743,-0.0907,-0.0576,0.0535,-0.0509,0.0538,-0.1888,-0.1758,0.1137,-0.1078,-0.0272,0.147,0.0803,0.1414,0.1959,-0.1289,-0.0239,-0.0616,-0.1556,-0.0197
nausea,0.2952,-0.1085,-0.0448,-0.0043,0.13,0.0299,-0.4886,0.1749,0.0027,0.0333,0.0488,0.1186,-0.0796,-0.0446,-0.0615,0.0023,-0.0961,0.0724,-0.0997,0.0152,0.0812,-0.1422,0.0075,-0.0003,-0.0734
negativity,0.6167,-0.0467,0.0109,0.0595,0.0732,0.1267,0.0568,-0.0992,-0.0586,0.0954,-0.0624,-0.0363,-0.1083,0.0272,0.0224,0.0555,-0.0873,0.0594,-0.0416,-0.1047,-0.0408,0.007,0.0287,0.0194,-0.1551
nervousness,0.2244,0.0265,0.0858,-0.0017,-0.0582,0.1105,-0.0727,-0.1786,-0.0097,-0.0234,-0.1751,-0.0454,-0.1494,0.0856,-0.225,-0.0182,-0.1324,0.0845,-0.0615,-0.0336,-0.1174,0.0775,-0.0769,0.2101,-0.1664
neutral,-0.1338,-0.2191,-0.1137,0.0911,0.1301,-0.1982,-0.0166,-0.0464,0.0522,-0.0005,-0.0402,-0.0395,0.0381,0.0149,-0.0943,0.0794,-0.0987,0.0597,0.0032,-0.0915,0.0385,-0.1044,-0.0767,-0.1016,0.0841
newness,-0.548,0.0843,-0.0119,-0.0348,-0.0536,0.0667,0.1325,-0.0702,-0.0634,-0.1185,-0.0193,0.1073,-0.0929,-0.173,-0.0952,0.1752,0.0505,0.058,0.0299,0.0691,-0.1311,-0.1065,0.033,0.0684,-0.1021
niceness,-0.7284,-0.0661,0.1381,0.0135,-0.11,0.1935,-0.1594,-0.0479,-0.0635,0.0463,-0.1059,-0.0539,-0.0001,-0.0414,0.0733,0.0197,0.0136,0.0119,-0.0684,-0.0743,-0.0076,0.0268,-0.0456,0.0272,0.0559
nonplus,0.1076,-0.0167,-0.164,-0.0518,0.1025,-0.0972,0.3111,-0.0465,-0.1444,-0.0587,-0.0007,0.081,-0.0702,-0.227,-0.0914,-0.0961,0.0032,0.1222,0.0777,-0.0595,0.0867,0.0434,0.1043,0.1084,0.0997
normal,-0.388,-0.2261,-0.1692,0.048,0.0744,0.0316,-0.0469,-0.0613,-0.0801,0.0424,0.0792,-0.0807,-0.0892,-0.1615,-0.1483,-0.0572,-0.0847,-0.1441,0.055,0.0877,0.1797,-0.0336,-0.0148,0.0198,0.1673
numbness,0.2449,-0.2825,-0.151,0.189,-0.0175,0.1177,0.0867,-0.0721,-0.1322,-0.1365,0.0343,-0.1244,0.0672,0.0057,0.1334,0.1203,0.1034,-0.1172,-0.011,0.1183,0.1501,-0.0641,-0.2207,0.0012,0.0629
observance,-0.2892,-0.1701,-0.3384,-0.1229,-0.1487,0.1789,-0.0395,-0.1261,0.1056,-0.2213,-0.1961,-0.0153,-0.036,0.222,0.0062,0.1096,0.0457,-0.0839,-0.0024,-0.0587,0.0347,0.0421,-0.0538,0.009,0.0721
offence,0.4257,0.2978,0.0495,0.0461,-0.0926,-0.0154,0.0878,0.0797,0.1022,0.0359,-0.2555,0.0698,-0.0062,0.0629,-0.032,-0.0398,0.0535,0.0002,0.1684,-0.0822,0.0055,-0.0312,-0.0743,-0.0529,0.0799
outrage,0.4754,0.407,-0.0189,-0.0403,-0.0573,0.0323,-0.0647,-0.1069,0.0154,0.143,0.1549,-0.0187,-0.0482,-0.0647,-0.081,0.1199,-0.0622,0.0003,0.0971,-0.0134,-0.0348,-0.0564,0.0576,-0.0048,0.0017
pacific,-0.5693,-0.2803,0.0054,0.0433,0.0426,-0.1614,-0.1448,0.1019,-0.1068,-0.0039,0.0196,0.0019,-0.0619,0.0906,0.0268,-0.0595,-0.0019,0.0796,0.2035,0.0197,-0.0683,0.0143,0.0228,-0.0153,-0.021
pain,0.6334,0.0335,-0.052,0.0062,-0.1355,-0.1619,-0.1497,0.1078,0.1505,-0.0078,-0.002,-0.1555,-0.0797,0.0095,-0.1867,-0.0189,-0.0466,0.0943,-0.0306,-0.0795,-0.0126,-0.0337,-0.0559,0.065,0.031
panic,0.3357,-0.0811,0.0168,-0.5049,-0.0797,0.0187,0.0391,0.063,0.1165,0.0841,0.0994,0.2597,-0.1168,-0.1119,-0.1138,0.0644,-0.1232,0.0041,-0.1338,0.1373,-0.0227,0.0575,-0.1633,-0.0408,0.032
patronization,0.2299,0.057,0.051,-0.1905,0.1598,0.1108,-0.0854,0.113,0.0523,0.032,-0.1496,0.0056,0.0319,0.0507,-0.0507,0.1278,-0.1722,-0.1902,0.0443,-0.0787,0.1308,-0.0996,0.1601,0.0495,-0.064
peace,-0.6674,-0.1365,0.0469,0.1985,-0.2892,-0.1068,-0.0563,0.025,-0.0643,-0.1617,0.1004,0.0776,-0.0865,0.0575,0.0589,0.0391,-0.0796,-0.0722,0.1229,-0.0202,0.0788,-0.0481,-0.0126,-0.0229,-0.0264
pensiveness,-0.1748,-0.3161,0.0827,-0.2508,0.0427,-0.0619,0.2218,0.1438,0.1026,-0.2564,-0.0533,0.0245,0.0678,-0.0862,0.1173,0.0078,-0.0788,0.0852,-0.0772,0.0504,0.0269,-0.017,0.0442,-0.0824,-0.0074
perfunctoriness,-0.1136,-0.148,-0.169,0.0505,-0.2467,0.0589,-0.0889,-0.0614,0.1954,-0.0385,-0.0188,-0.02,-0.0377,-0.0597,-0.1353,-0.1262,-0.0332,0.0362,-0.0239,0.0205,0.0625,-0.0687,0.1514,-0.0604,0.065
perplexity,-0.0634,0.1033,-0.0479,-0.2621,-0.1999,-0.1303,-0.1586,-0.0164,0.1046,-0.2101,-0.0207,0.0568,0.13,-0.0272,0.0257,0.0129,-0.045,-0.0659,0.1243,0.0292,-0.0105,0.0166,-0.0448,0.1677,-0.0413
perturbed,0.2806,0.0089,0.0198,-0.088,-0.1108,0.0243,0.018,0.0522,0.1062,-0.0162,0.0096,0.0988,0.1519,0.03,0.1367,-0.112,0.1831,0.0458,-0.1117,-0.0644,-0.1151,0.0598,-0.1248,-0.1546,0.0269
pessimism,0.5155,-0.2336,-0.1238,0.1431,0.0649,0.1005,0.0655,0.1125,-0.0471,-0.0565,0.0708,0.0114,-0.1177,0.0687,-0.0039,-0.0151,-0.1178,0.0469,-0.0366,-0.0248,-0.0382,-0.0103,-0.1997,-0.132,0.0727
pity,0.0192,-0.2111,0.0962,0.0122,-0.1875,0.2445,0.1312,0.025,-0.0311,0.1962,0.2572,0.1171,0.0912,0.1532,-0.0997,-0.015,0.0049,-0.0398,0.0176,0.1141,0.0101,0.1195,0.0068,-0.0128,0.0464
playfulness,-0.6964,0.1755,-0.1678,0.1222,0.0313,0.0157,0.2423,0.0536,-0.2189,-0.0525,-0.1441,-0.0531,-0.0073,0.0651,0.0674,-0.0773,0.1015,0.0237,0.0644,-0.0667,0.0039,-0.0008,0.0655,0.0547,-0.0318
pleasant,-0.7482,-0.0225,0.0207,-0.0525,-0.1385,0.0569,0.1063,-0.1237,0.0421,0.0337,-0.1582,-0.0262,0.0196,0.0737,0.0489,-0.145,0.0105,-0.0928,-0.0418,0.0364,-0.0488,-0.0384,-0.0212,0.0082,0.0167
pleased,-0.725,0.043,-0.1141,0.0325,-0.0683,0.0827,0.029,0.0201,0.1668,-0.0101,-0.0168,0.109,-0.0724,-0.022,-0.0514,-0.0232,-0.0371,-0.0326,-0.0017,0.0897,0.0696,0.0303,0.0071,0.0928,0.0352
pleasure,-0.7597,0.0135,-0.189,0.149,-0.0486,0.0553,0.0957,-0.0103,0.0985,0.0084,-0.0712,0.0083,0.0798,-0.2132,-0.0322,0.0152,-0.0312,-0.0778,-0.1188,0.0633,-0.0202,-0.0744,-0.0251,0.0337,-0.0214
politeness,-0.637,-0.1634,-0.0372,-0.0637,0.0188,-0.0352,-0.0877,-0.1065,-0.0361,0.058,-0.1038,-0.0479,0.1025,-0.0081,0.0501,-0.0784,0.0749,-0.004,0.0613,-0.0489,-0.0583,0.0447,-0.0364,0.0408,0.0495
positive,-0.7775,0.0188,-0.0568,-0.0005,-0.1166,-0.0344,-0.1038,0.0219,0.0012,0.0008,0.0348,0.1076,0.1204,-0.0273,0.0636,-0.0427,0.1022,0.1547,-0.1811,-0.1993,0.0513,0.0874,-0.0155,0.0635,-0.1161
prey,0.3313,0.3459,0.072,0.0632,-0.1837,0.0014,-0.1902,-0.0559,0.0459,0.0125,-0.1768,-0.0789,-0.2349,0.0084,0.0068,0.2178,0.0802,0.0139,-0.0799,-0.0253,-0.0837,-0.1998,0.0052,-0.0124,-0.0406
push,-0.1693,0.2064,0.2769,0.0446,-0.0261,0.1413,0.2357,-0.0449,0.1719,0.129,-0.0152,-0.1333,0.0602,0.1723,0.0679,0.0531,0.0338,-0.1977,0.1835,0.0933,0.0101,0.0028,0.0168,0.0106,0.0615
puzzlement,-0.0954,0.0163,0.1805,-0.3563,0.1332,-0.2791,-0.0777,0.0334,0.0397,-0.103,-0.0058,0.0904,-0.1188,0.1273,0.0038,-0.1565,0.0291,0.061,-0.106,0.0294,-0.0778,-0.0224,0.0785,-0.033,-0.0593
queasiness,0.3439,0.0206,0.0161,0.0698,-0.0676,0.2512,0.0156,0.044,0.1952,-0.2748,-0.0002,0.0268,-0.104,-0.0832,-0.1309,-0.0961,0.0421,-0.1661,0.0317,-0.007,-0.0539,0.0613,-0.1395,0.0719,0.0214
